"codiceOrigine","codiceMeccanografico","descrizione","annoCorsoInizio","durataAnni","terminale","attivo"
"1824","PSSD","LINGUISTICO - AGPS02000P","","","NO","SI"
"1825","PSSE","PEDAGOGICO - AGPS02000P","","","NO","SI"
"1826","PSSF","BIENNIO - TBPS02000T","","","NO","SI"
"1827","PSSJ","LETTERARIO LINGUISTICO ESPRESSIVO - RMPS12000G","","","NO","SI"
"1828","PSSK","MATEMATICO SCIENTIFICO INFORMATICO - RMPS12000G","","","NO","SI"
"1829","PSSL","BIENNIO - TBPS040003","","","NO","SI"
"1830","PSSO","CHIMICO FISICO - REPS03000B","","","NO","SI"
"1831","PSSP","LOGICO MATEMATICO - REPS03000B","","","NO","SI"
"1832","PSSS","BIENNIO - PIPS04000G","","","NO","SI"
"1833","PSST","SCIENTIFICO - PIPS04000G","","","NO","SI"
"1834","PSSU","BIENNIO - PRPS030009","","","NO","SI"
"1835","PSSV","SCIENTIFICO-INFORMATICO PRPS030009","","","NO","SI"
"1836","PSSW","LINGUISTICO - PRPS030009","","","NO","SI"
"1837","PSSZ","LINGUISTICO - RAPS030001","","","NO","SI"
"1838","PST2","LINGUISTICO - TEPS030008","","","NO","SI"
"1839","PST3","LINGUISTICO - MEPS010008","","","NO","SI"
"1840","PST9","LINGUISTICO - LUPS01000C","","","NO","SI"
"1841","PSTA","SCIENZE UMANE  E SOCIALI - TOPS01000G","","","NO","SI"
"1842","PSTF","LINGUISTICO - RMPS090001","","","NO","SI"
"1843","PSTJ","SCIENTIFICO - SOPS020005","","","NO","SI"
"1844","PSTR","COMMERCIALE - FIPS09000T","","","NO","SI"
"1845","PSTS","AGRICOLO FORESTALE - FIPS09000T","","","NO","SI"
"1846","PSTT","LINGUISTICO - FIPS09000T","","","NO","SI"
"1847","PSTU","EDILE AGRIMENSURA - FIPS09000T","","","NO","SI"
"1848","PSTV","P.N.I. MAT.E FIS. SEZ. MAG. (M 4-4-4-4/F 2-2-2-2) A049","","","NO","SI"
"1849","PSTW","BIENNIO - BSPS01000D","","","NO","SI"
"1850","PSTX","ARTISTICO - BSPS01000D","","","NO","SI"
"1851","PSTY","LINGUISTICO - BSPS01000D","","","NO","SI"
"1852","PSTZ","LINGUISTICO - VAPS040009","","","NO","SI"
"1853","PSU4","LINGUISTICO - APPS030005","","","NO","SI"
"1854","PSU6","LINGUISTICO - NOPS060005","","","NO","SI"
"1855","PSU7","SCIENTIFICO - COPS030001","","","NO","SI"
"1856","PSUX","LINGUISTICO - TNPS02000D","","","NO","SI"
"1857","PSUZ","LINGUISTICO - FIPS060002","","","NO","SI"
"1858","PSVC","BIENNIO SCIENTIFICO TECNOLOGICO","","","NO","SI"
"1859","PSVR","SCIENTIFICO AD OPZIONE INTERNAZIONALE","","","NO","SI"
"1860","PSWA","LINGUISTICO - PIPS04000G","","","NO","SI"
"1861","PSWX","BIENNIO SOCIO-PSICOPEDAGOGICO - COMMISSIONE BROCCA","","","NO","SI"
"1862","RR25","AGROTECNICO","","","NO","SI"
"1863","RR40","TECNICO DELLA CINEMATOGRAFIA E DELLA TELEVISIONE","","","NO","SI"
"1864","RR6A","ASSISTENTE PER COMUNITA' INFANTILI - BOLZANO TEDESCA","","","NO","SI"
"1865","RR96","MASSOFISIOTERAPISTA","","","NO","SI"
"1866","RR9A","ODONTOTECNICO BIENNIO POST QUALIFICA NUOVO ORDINAMENTO","","","NO","SI"
"1867","RR9H","TECNICO CHIMICO E BIOLOGICO","","","NO","SI"
"1868","RR9I","TECNICO DELL'EDILIZIA","","","NO","SI"
"1869","RR9J","TECNICO DELLE INDUSTRIE ELETTRICHE NUOVO ORDINAMENTO","","","NO","SI"
"1870","RR9K","TECNICO DELLE INDUSTRIE ELETTRONICHE NUOVO ORDINAMENTO","","","NO","SI"
"1871","RR9L","TECNICO DELLE INDUSTRIE MECCANICHE NUOVO ORDINAMENTO","","","NO","SI"
"1872","RR9M","TECNICO DELL'ABBIGLIAMENTO E DELLA MODA","4","2","SI","SI"
"1873","RR9N","TECNICO DELLA GRAFICA PUBBLICITARIA","","","NO","SI"
"1874","RR9P","TECNICO DELLA GESTIONE AZIENDALE - LINGUA STRANIERA","4","2","SI","SI"
"1875","RR9Q","TECNICO DEI SERVIZI TURISTICI","4","2","SI","SI"
"1876","RR9R","TECNICO DEI SERVIZI DELLA RISTORAZIONE","4","2","SI","SI"
"1877","RR9S","TECNICO DEI SERVIZI SOCIALI","4","2","SI","SI"
"1878","RR9U","OTTICO BIENNIO POST QUALIFICA NUOVO ORDINAMENTO","","","NO","SI"
"1879","RRA1","MONOENNIO OPERATORE GRAFICO PUBBLICITARIO SERALE","","","NO","SI"
"1880","RRA2","TECNICO ADDETTO AL TRAFFICO DA DIPORTO","","","NO","SI"
"1881","RRA3","MODELLISTA FORMATORE","","","NO","SI"
"1882","RRA4","TECNICO DEI SERVIZI SOCIALI POST-QUALIFICA BOLZANO ITALIANO","","","NO","SI"
"1883","RRA5","TECNICO INDUSTRIE MECCANICHE N.O. SERALE","","","NO","SI"
"1884","RRA6","TECNICO INDUSTRIE ELETTRICHE N.O. SERALE","","","NO","SI"
"1885","RRA7","TECNICO INDUSTRIE ELETTRONICHE N.O. SERALE","","","NO","SI"
"1886","RRA8","TECNICO DELLA GRAFICA E DELLA PUBBLICITA' BOLZANO TEDESCO","","","NO","SI"
"1887","RRA9","INDIRIZZO GIURIDICO ECONOMICO AZIENDALE ""IGEA""","","","NO","SI"
"1888","RRAA","BIENNIO LEGNO SERALE","","","NO","SI"
"1889","RRAB","OPERATORE DELL'INDUSTRIA DEL MOBILE E ARREDAMENTO SERALE","","","NO","SI"
"1890","RRAC","BIENNIO AUDIOVISIVO","","","NO","SI"
"1891","RRAD","MONOENNIO OPERATORE DELLA COMUNICAZIONE AUDIOVISIVA","","","NO","SI"
"1892","RRAE","MONOENNIO FOTOGRAFICO","","","NO","SI"
"1893","RRAF","BIENNIO FOTOGRAFICO","","","NO","SI"
"1894","RRAG","MONOENNIO OPERATORE DEL MARE","","","NO","SI"
"1895","RRAH","BIENNIO MARITTIMO","","","NO","SI"
"1896","RRAI","BIENNIO CERAMICA","","","NO","SI"
"1897","RRAJ","MONOENNIO OPERATORE DELLE INDUSTRIE CERAMICHE","","","NO","SI"
"1898","RRAK","MONOENNIO OPERATORE DELLE LAVORAZIONI CERAMICHE","","","NO","SI"
"1899","RRAL","TECNICO DELLA PESCA, DELLE COLTURE ITTICHE E DELL'AMBIENTE MARINO","","","NO","SI"
"1801","PSQ6","BIENNIO LINGUISTICO (B) ""PROGETTO BROCCA""","","","NO","SI"
"1702","PSHP","CLASSICO 12 ""COMMISSIONE BROCCA""","","","NO","SI"
"1703","PSHQ","CLASSICO 13 ""COMMISSIONE BROCCA""","","","NO","SI"
"1704","PSHR","IBPS070007 -SCIENTIF. TECNOLOGICO ""PROGETTO PILOTA""","","","NO","SI"
"1705","PSHS","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1706","PSHT","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1707","PSHU","SCIENTIFICO TECNOLOGICO "" COMMISSIONE BROCCA""","","","NO","SI"
"1808","PSQR","DIRITTO ED ECONOMIA (2-2-2-2-2) A019","","","NO","SI"
"1908","RRAV","TECNICO DELL'ARTE BIANCA","","","NO","SI"
"1909","RRAW","BIENNIO PUBBLICITA' SERALE","","","NO","SI"
"1910","RRAX","MONOENNIO CENTRALINISTA TELEFONICO","","","NO","SI"
"1911","RRAY","MONOENNIO OPERATORE DELLA GESTIONE AZIENDALE","3","1","SI","SI"
"1912","RRAZ","BIENNIO CENTRALINISTA TELEFONICO","","","NO","SI"
"1913","RRB0","PADRONE MARITTIMO PER IL TRAFFICO E LA PESCA","","","NO","SI"
"1914","RRB1","MONOENNIO OPERATORE IMPRESA TURISTICA LINGUA SLOVENA","","","NO","SI"
"1915","RRB2","TECNICO DEI SERVIZI TURISTICI LINGUA SLOVENA","","","NO","SI"
"1717","PSI5","LINGUISTICO C.M.27/91","","","NO","SI"
"1718","PSI6","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1719","PSI7","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1720","PSI8","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1721","PSI9","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1722","PSIA","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1723","PSIB","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1724","PSIC","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1725","PSID","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1726","PSIE","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1727","PSIF","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1728","PSIG","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1729","PSIH","LINGUISTICO C.M.27/91","","","NO","SI"
"1730","PSII","LINGUISTICO C.M.27/91","","","NO","SI"
"1731","PSIJ","LINGUISTICO C.M.27/91","","","NO","SI"
"1732","PSIK","LINGUISTICO C.M.27/91","","","NO","SI"
"1733","PSIL","LINGUISTICO C.M.27/91","","","NO","SI"
"1734","PSIM","LINGUISTICO C.M.27/91","","","NO","SI"
"1735","PSIN","LINGUISTICO C.M.27/91","","","NO","SI"
"2480","TDAY","QUINQUENNIO LINGUISTICO","","","NO","SI"
"2481","TDAZ","INDIRIZZO GEOMETRI SPERIMENTALE","","","NO","SI"
"2292","SDDH","BIENNIO BROCCA - ISA NARDO'","","","NO","SI"
"2293","SDDI","BIENNIO BROCCA - ISA PISA","","","NO","SI"
"2294","SDDL","PORCELLANA","","","NO","SI"
"2295","SDDM","ARTE DEL MOSAICO CONTEMPORANEO","","","NO","SI"
"2296","SDDN","RESTAURO DEL MOSAICO","","","NO","SI"
"2297","SDDO","TECNICHE DELLA COMUNICAZIONE VISIVA","","","NO","SI"
"1746","PSIZ","LINGUISTICO C.M.27/91","","","NO","SI"
"1747","PSJ1","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1748","PSJ2","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1749","PSJ3","SCIENTIFICO AUTONOMO -PCPS02000T","","","NO","SI"
"1750","PSJ4","MATEMATICA INFORMATICA AUTONOMA -PCPS02000T","","","NO","SI"
"1751","PSJ5","SOCIO PSICO PEDAGOGICO AUTONOMO SRPS020008","","","NO","SI"
"1752","PSJ6","LINGUISTICO AUTONOMO SRPS020008","","","NO","SI"
"1753","PSJ7","SCIENZE DELLA FORMAZIONE AUTONOMO FGPS110005","","","NO","SI"
"1754","PSJ8","SOCIO PSICO PEDAGOGICO AUTONOMO-LIPS030007","","","NO","SI"
"1755","PSJ9","SCIENTIFICO AUTONOMO-RMPS43000R","","","NO","SI"
"1756","PSJA","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1757","PSJB","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1758","PSJC","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1759","PSJD","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1760","PSJE","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1761","PSJF","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1762","PSJG","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1763","PSJH","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1764","PSJI","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1765","PSJJ","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1766","PSJK","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1767","PSJL","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1768","PSJM","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1769","PSJN","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1770","PSJP","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1771","PSJQ","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1772","PSJR","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1773","PSJS","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1774","PSJT","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1775","PSJU","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1776","PSJV","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1777","PSJW","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1778","PSJX","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1779","PSJY","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1780","PSJZ","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1781","PSKA","LINGUISTICO AUTONOMO LEPS04000E","","","NO","SI"
"1782","PSKB","LINGUISTICO AUTONOMO ARPS060006","","","NO","SI"
"1783","PSKC","LINGUISTICO AUTONOMO TOPS18000P","","","NO","SI"
"1784","PSKD","LINGUISTICO AUTONOMO SRPS070009","","","NO","SI"
"1785","PSKE","LINGUISTICO AUTONOMO BSPS03000P","","","NO","SI"
"1786","PSKF","LINGUISTICO AUTONOMO BOPS030004","","","NO","SI"
"1787","PSKG","LINGUISTICO AUTONOMO CNPS05000D","","","NO","SI"
"1788","PSKH","SCIENTIFICO TECNOLOGICO AUTONOMO BSPS01000D","","","NO","SI"
"1789","PSKI","SCIENTIFICO AUTONOMO BSPS01000D","","","NO","SI"
"1790","PSKJ","SOCIO PSICO PEDAGOGICO AUTONOMO TAPS06000N","","","NO","SI"
"1791","PSKK","PEDAGOGICO SOCIALE AUTONOMO CEPS060008","","","NO","SI"
"1792","PSKL","LINGUISTICA AUTONOMA CEPS060008","","","NO","SI"
"1793","PSKM","INTERNAZIONALE EUROPEO SCIENTIFICO TECNOLOGICO TOPS22000X","","","NO","SI"
"1701","PSHN","CLASSICO 11 ""COMMISSIONE BROCCA""","","","NO","SI"
"1794","PSKN","INTERNAZIONALE EUROPEO UMANISTICO LINGUISTICO TOPS22000X","","","NO","SI"
"1795","PSKP","ORGANICO FUNZIONALE","","","NO","SI"
"1796","PSKQ","P.N.I.MAT.FIS.SEZ.CLASS(4-4-3-3-2)","","","NO","SI"
"1797","PSKR","LINGUA STRANIERA SEZ.CLASS. A046 (4-4-3-3-2)","","","NO","SI"
"1798","PSKS","SOCIO-PSICO-PEDAGOGICO","","","NO","SI"
"1799","PSKT","ORGANICO FUNZIONALE - C240","","","NO","SI"
"1800","PSQ5","BIENNIO SOC.PS.PEDAGOGICO (B) ""PROGETTO BROCCA""","","","NO","SI"
"1606","PSEV","BIENNIO SOC. PRIMO PED. (R3) ""COMM. BROCCA""","","","NO","SI"
"1607","PSEW","TRIENNIO SCIENTIFICO (A12) ""COMMISSIONE BROCCA""","","","NO","SI"
"1608","PSEX","C.M.27 TRIENNIO PEDAGOGICO SOC.4","","","NO","SI"
"1609","PSEY","C.M.27 TRIENNIO LINGUISTICO 8","","","NO","SI"
"1610","PSEZ","C.M.27 TRIENNIO LINGUISTICO 10","","","NO","SI"
"1611","PSF1","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1612","PSF2","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1708","PSHV","TRIENNIO SOC.PS.PEDAGOGICO (B4) - COMMISSIONE BROCCA","","","NO","SI"
"1809","PSQZ","SCIENZE NATURALI (3-4-3-3-3) A060","","","NO","SI"
"1810","PSR0","P.N.I. MAT. E FIS. SEZ.CL. (M 4-4-3-3-3/F 0-0-0-2-3) A049","","","NO","SI"
"1811","PSR9","P.N.I. MAT. E FIS.(M 5-5-5/F 3-3-2-3-3) A049","","","NO","SI"
"1812","PSRK","LINGUISTICO - BSPS040009","","","NO","SI"
"1813","PSRL","SCIENTIFICO -LUPS01000C","","","NO","SI"
"1814","PSRN","LINGUISTICO - COPS030001","","","NO","SI"
"1815","PSRU","LINGUISTICO - MNPS030009","","","NO","SI"
"1716","PSI4","LINGUISTICO C.M.27/91","","","NO","SI"
"1622","PSFC","TRIENNIO LINGUISTICO (B7) - COMMISSIONE BROCCA","","","NO","SI"
"1623","PSFD","LICEO CLASSICO EUROPEO","","","NO","SI"
"1624","PSFE","TRIENNIO CLASSICO (B1) - COMMISSIONE BROCCA","","","NO","SI"
"1625","PSFF","SOCIO PSICO PEDAGOGICO 13 ""COMM. BROCCA""","","","NO","SI"
"1626","PSFG","SOCIO PSICO PEDAGOGICO 15 ""COMMISSIONE BROCCA""","","","NO","SI"
"1627","PSFH","STORIA ARTE (1-1-2-2-2) SEZ. CL.","","","NO","SI"
"1628","PSFI","SOCIO PSICO PEDAGOGICO 16 ""COMMISSIONE BROCCA""","","","NO","SI"
"1629","PSFJ","SOCIO PSICO PEDAGOGICO 17 ""COMMISSIONE BROCCA""","","","NO","SI"
"1630","PSFK","SOCIO PSICO PEDAGOGICO 18 ""COMMISSIONE BROCCA""","","","NO","SI"
"1631","PSFL","SOCIO PSICO PEDAGOGICO 19 ""COMM. BROCCA""","","","NO","SI"
"1632","PSFM","SOCIO PSICO PEDAGOGICO 20 ""COMMISSIONE BROCCA""","","","NO","SI"
"1633","PSFN","SOCIO PSICO PEDAGOGICO 21 ""COMMISSIONE BROCCA""","","","NO","SI"
"1634","PSFP","SOCIO PSICO PEDAGOGICO 22 ""COMMISSIONE BROCCA""","","","NO","SI"
"1635","PSFQ","SOCIO PSICO PEDAGOGICO 22 ""COMMISSIONE BROCCA""","","","NO","SI"
"1636","PSFR","SOCIO PSICO PEDAGOGICO 23 ""COMMISSIONE BROCCA""","","","NO","SI"
"1637","PSFS","PEDAGOGICO SOCIALE 1 ""C.M. 27/91""","","","NO","SI"
"1638","PSFT","PEDAGOGICO SOCIALE 1 ""C.M. 27/91""","","","NO","SI"
"1639","PSFU","PEDAGOGICO SOCIALE 2 ""C.M. 27/91""","","","NO","SI"
"1640","PSFV","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1641","PSFW","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1642","PSFX","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1643","PSFY","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1644","PSFZ","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1645","PSG1","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1646","PSG2","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1647","PSG3","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1648","PSG4","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1649","PSG5","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1650","PSG6","LINGUISTICO COMMISSIONE ""BROCCA""(L.SLOVENA)","","","NO","SI"
"1651","PSG7","SCIENTIFICO TECNOLOGICO ""COMM. BROCCA""","","","NO","SI"
"1652","PSG8","SCIENTIFICO TECNOLOGICO ""COMM. BROCCA""","","","NO","SI"
"1653","PSG9","CLASSICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"1654","PSGA","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1655","PSGB","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1656","PSGC","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1657","PSGD","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1658","PSGE","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1659","PSGF","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1660","PSGG","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1661","PSGH","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1662","PSGI","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1663","PSGJ","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1664","PSGK","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1665","PSGL","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1666","PSGM","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1667","PSGN","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1668","PSGP","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1669","PSGQ","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1670","PSGR","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1671","PSGS","LINGUSTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1672","PSGT","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1673","PSGU","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1674","PSGV","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1675","PSGW","LINGUISTICO COMMISSIONE""BROCCA""","","","NO","SI"
"1676","PSGX","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1677","PSGY","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1678","PSGZ","LINGUISTICO COMMISSIONE ""BROCCA""","","","NO","SI"
"1679","PSH1","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1680","PSH2","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1681","PSH3","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1682","PSH4","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1683","PSH5","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1684","PSH6","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1685","PSH7","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1686","PSH8","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1687","PSH9","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1688","PSHA","CLASSICO 3 ""COMMISSIONE BROCCA""","","","NO","SI"
"1689","PSHB","CLASSICO 1 ""COMMISSIONE BROCCA""","","","NO","SI"
"1690","PSHC","IBPS070007 - SCIENTIFICO ""PROGETTO PILOTA""","","","NO","SI"
"1691","PSHD","CLASSICO 4 ""COMMISSIONE BROCCA""","","","NO","SI"
"1692","PSHE","CLASSICO 5 ""COMMISSIONE BROCCA""","","","NO","SI"
"1693","PSHF","CLASSICO 6 ""COMMISSIONE BROCCA""","","","NO","SI"
"1694","PSHG","CLASSICO 7 ""COMMISSIONE ""BROCCA""","","","NO","SI"
"1695","PSHH","TRIENNIO SOC.PS.PEDAGOGICO (B3) - COMMISSIONE BROCCA","","","NO","SI"
"1605","PSEU","TRIENNIO SCIENTIFICO (A10) ""COMMISSIONE BROCCA""","","","NO","SI"
"1696","PSHI","CLASSICO 8 ""COMMISSIONE BROCCA""","","","NO","SI"
"1697","PSHJ","TRIENNIO SC.TECNOLOGICO (A3) - ""COMMISSIONE BROCCA""","","","NO","SI"
"1698","PSHK","C.M.27 BIENNIO LINGUISTICO","","","NO","SI"
"1699","PSHL","CLASSICO 9 ""COMMISSIONE BROCCA""","","","NO","SI"
"1700","PSHM","CLASSICO 10 ""COMMISSIONE BROCCA""","","","NO","SI"
"1517","PSCA","LINGUISTICO - VAPS070005","","","NO","SI"
"1518","PSCB","QUINQUENNIO LINGUISTICO 1 ""COMMISSIONE BROCCA""","","","NO","SI"
"1519","PSCC","BIENNIO LINGUISTICO(B12) ""COMMISSIONE BROCCA""","","","NO","SI"
"1520","PSCD","BIENNIO SCIENTIFICO/TECNOLOGICO (A4) COMMISSIONE BROCCA","","","NO","SI"
"1521","PSCE","LINGUISTICO AUTONOMO - CEPS07000V","","","NO","SI"
"1522","PSCF","II LINGUA STRANIERA (4-4-3-3-3) C.M. 198","","","SI","SI"
"1613","PSF3","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1709","PSHW","BIENNIO LINGUISTICO (B10) - COMMISSIONE BROCCA","","","NO","SI"
"1710","PSHX","C.M. 27 TRIENNIO PEDAGOGICO SOC.2","","","NO","SI"
"1711","PSHY","SOCIO PSICO PEDAGOGICO AUTONOMO -SRPS020008","","","NO","SI"
"1712","PSHZ","SCIENTIFICO TECNOLOGICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1713","PSI1","LINGUISTICO C.M.27/91","","","NO","SI"
"1714","PSI2","LINGUISTICO C.M.27/91","","","NO","SI"
"1715","PSI3","LINGUISTICO C.M.27/91","","","NO","SI"
"1621","PSFB","SOCIO PSICO PEDAGOGICO AUTONOMO -AVPS03000G","","","NO","SI"
"1532","PSCP","TRIENNIO LINGUISTICO (B1) COMMISSIONE BROCCA","","","NO","SI"
"1533","PSCQ","TRIENNIO LINGUISTICO (B4) COMMISSIONE BROCCA","","","NO","SI"
"1534","PSCR","TRIENNIO CLASSICO (B2) COMMISSIONE BROCCA","","","NO","SI"
"1535","PSCS","TRIENNIO SCIENTIFICO (A4) COMMISSIONE BROCCA","","","NO","SI"
"1536","PSCT","TRIENNIO SC. TECNOLOGICO (A4) COMMISSIONE BROCCA","","","NO","SI"
"1537","PSCU","BIENNIO CLASSICO (B3) COMMISSIONE BROCCA","","","NO","SI"
"1538","PSCV","BIENNIO CLASSICO (B4) COMMISSIONE BROCCA","","","NO","SI"
"1539","PSCW","PEDAGOGICO - CEPS07000V","","","NO","SI"
"1540","PSCX","QUINQUENNIO LINGUISTICO 1","","","NO","SI"
"1541","PSCY","QUINQUENNIO LINGUISTICO 2 ""COMMISSIONE BROCCA""","","","NO","SI"
"1542","PSCZ","BIENNIO CLASSICO (B5) COMMISSIONE BROCCA","","","NO","SI"
"1543","PSD1","TRIENNIO LINGUISTICO (B10)  ""COMMISSIONE BROCCA""","","","NO","SI"
"1544","PSD2","TRIENNIO LINGUISTICO (B9) ""COMMISSIONE BROCCA""","","","NO","SI"
"1545","PSD3","TRIENNIO SC. TECNOLOGICO (A7) ""COMMISSIONE BROCCA""","","","NO","SI"
"1546","PSD4","TRIENNIO SC. TECNOLOGICO (A6) ""COMMISSIONE BROCCA""","","","NO","SI"
"1547","PSD5","TRIENNIO CLASSICO (B5) ""COMMISSIONE BROCCA""","","","NO","SI"
"1548","PSD6","TRIENNIO CLASSICO (B6) ""COMMISSIONE BROCCA""","","","NO","SI"
"1549","PSD7","TRIENNIO SOC. PS. PEDAGOGICO (B9) ""COMMISSIONE BROCCA""","","","NO","SI"
"1550","PSD8","TRIENNIO SOC. PS. PEDAGOGICO (B10) ""COMMISSIONE BROCCA""","","","NO","SI"
"1551","PSD9","TRIENNIO SOC. PS. PEDAGOGICO (B11) ""COMMISSIONE BROCCA""","3","3","SI","SI"
"1552","PSDA","BIENNIO SC.TECNOLOGICO (A6) ""COMMISSIONE BROCCA""","","","NO","SI"
